id_customer;customer_name;type;location_name;country;open_data_site_url;api_dcat_url;api_data_url;longitude;latitude
1;ACT Government;State;Canberra;AU;https://www.data.act.gov.au/;https://www.data.act.gov.au/api/dcat.json;https://www.data.act.gov.au/api/data.json;149.128755;149.128755
2;AERC Africa;International;Nairobi;KE;https://wfp.demo.socrata.com/;https://wfp.demo.socrata.com/api/dcat.json;https://wfp.demo.socrata.com/api/data.json;-99.11415045099966;-99.11415045099966
3;County of Alameda;State/Province;Oakland;USA;https://data.acgov.org/;https://data.acgov.org/api/dcat.json;https://data.acgov.org/api/data.json;-122.2637099529997;-122.2637099529997
4;Alcohol, Tobacco, Firearms, and Explosives;Federal;Washington;USA;https://data.atf.gov/;https://data.atf.gov/api/dcat.json;https://data.atf.gov/api/data.json;-77.00909588499968;-77.00909588499968
5;American University;Education;Washington;USA;https://datapilot.american.edu/;https://datapilot.american.edu/api/dcat.json;https://datapilot.american.edu/api/data.json;-76.99152834899968;-76.99152834899968
6;Bill and Melinda Gates Foundation;not_available;Seattle;USA;https://bmgf.demo.socrata.com:443/;https://bmgf.demo.socrata.com:443/api/dcat.json;https://bmgf.demo.socrata.com:443/api/data.json;-122.34762848099967;-122.34762848099967
7;Bristol City Council;State/Province;Bristol;EU;https://bristol.azure-westeurope-prod.socrata.com/;https://bristol.azure-westeurope-prod.socrata.com/api/dcat.json;https://bristol.azure-westeurope-prod.socrata.com/api/data.json;-99.11415045099966;-99.11415045099966
8;California Common Sense;State;Mountain View;USA;http://cacs.org/data-portal/;http://cacs.org/data-portal/api/dcat.json;http://cacs.org/data-portal/api/data.json;-122.08600637899968;-122.08600637899968
9;California Department of Public Health;State;Sacramento,;USA;https://cdph.data.ca.gov/;https://cdph.data.ca.gov/api/dcat.json;https://cdph.data.ca.gov/api/data.json;-121.49604583599972;-121.49604583599972
10;California State Controller's Office;State;Sacramento,;USA;https://bythenumbers.sco.ca.gov/;https://bythenumbers.sco.ca.gov/api/dcat.json;https://bythenumbers.sco.ca.gov/api/data.json;-121.4572213029997;-121.4572213029997
11;Center for Disease Control and Prevention;Federal;Atlanta;USA;https://data.cdc.gov/;https://data.cdc.gov/api/dcat.json;https://data.cdc.gov/api/data.json;-84.32502924410709;-84.32502924410709
12;Centers for Medicare and Medicaid Services;Federal;Baltimore;USA;http://data.cms.hhs.gov/;http://data.cms.hhs.gov/api/dcat.json;http://data.cms.hhs.gov/api/data.json;-76.6092600004485;-76.6092600004485
13;Consumer Financial Protection Bureau;Federal;Washington;USA;http://www.consumerfinance.gov/complaintdatabase/;http://www.consumerfinance.gov/complaintdatabase/api/dcat.json;http://www.consumerfinance.gov/complaintdatabase/api/data.json;-77.03948620599965;-77.03948620599965
14;City of Albany ;City;Albany;USA;https://data.albanyny.gov/;https://data.albanyny.gov/api/dcat.json;https://data.albanyny.gov/api/data.json;-73.75912835199966;-73.75912835199966
